datetime,open,high,low,close,volume,res
2022-01-18 10:00:00,6.58810755,6.62600135,6.42570555,6.46901275,5759718,1d
2022-01-19 10:00:00,6.46901275,6.49607975,6.30119736,6.32285096,10632569,1d
2022-01-20 10:00:00,6.32285096,6.32285096,5.84647178,6.11714177,23367165,1d
2022-01-23 10:00:00,6.11714177,6.11714177,5.96015317,5.99804697,6623107,1d
2022-01-24 10:00:00,5.99804697,6.06300777,5.86271198,5.87895217,6593246,1d
2022-01-25 10:00:00,5.87895217,5.99804697,5.73820378,5.73820378,9186411,1d
2022-01-26 10:00:00,5.73820378,5.79233778,5.51084099,5.55956159,15136751,1d
2022-01-30 10:00:00,5.55956159,5.65158938,5.37009259,5.44588019,2966230,1d
2022-01-31 10:00:00,5.44588019,5.45129359,5.0885958,5.34843899,12896448,1d
2022-02-01 10:00:00,5.34843899,5.51625439,5.3430256,5.37550599,5355776,1d
2022-02-02 10:00:00,5.37550599,5.68406978,5.321372,5.68406978,9879551,1d
2022-02-03 10:00:00,5.68406978,5.80316458,5.60828218,5.62993578,5944857,1d
2022-02-06 10:00:00,5.62993578,5.68406978,5.49460079,5.54332139,3480007,1d
2022-02-07 10:00:00,5.54332139,5.58121519,5.2293442,5.2293442,10855813,1d
2022-02-08 10:00:00,5.2293442,5.321372,5.1156628,5.1156628,8326410,1d
2022-02-09 10:00:00,5.1156628,5.213104,4.89371341,4.91536701,9950480,1d
2022-02-10 10:00:00,4.91536701,5.00198141,4.76379182,4.92619381,12480497,1d
2022-02-13 10:00:00,4.92619381,4.95326081,4.65011042,4.73131142,4815144,1d
2022-02-14 10:00:00,4.73131142,4.86123301,4.58514962,4.86123301,5787656,1d
2022-02-15 10:00:00,4.86123301,5.01822215,4.82333921,4.95867421,10971777,1d
2022-02-16 10:00:00,4.95867421,5.05611541,4.93702061,4.98032781,5528887,1d
2022-02-17 10:00:00,4.98032781,5.01822215,4.90454021,4.98574121,6863086,1d
2022-02-20 10:00:00,4.98574121,4.98574121,4.87205981,4.88288715,7248055,1d
2022-02-21 10:00:00,4.88288715,5.0885958,4.84499281,5.06152881,7463067,1d
2022-02-22 10:00:00,5.06152881,5.06152881,4.94784741,4.99115461,3230286,1d
2022-02-23 10:00:00,4.99115461,5.1373164,4.99115461,5.0831824,5011279,1d
2022-02-24 10:00:00,5.0831824,5.0831824,4.63928362,4.84499281,8918018,1d
2022-02-27 10:00:00,4.84499281,5.02904841,4.84499281,4.96950101,2551546,1d
2022-02-28 10:00:00,4.96950101,5.2347576,4.92619381,5.2347576,11258422,1d
2022-03-01 10:00:00,5.2347576,5.41339979,5.2239308,5.34843899,8772367,1d
2022-03-02 10:00:00,5.34843899,5.39715959,5.1968638,5.2239308,2770109,1d
2022-03-03 10:00:00,5.2239308,5.321372,5.1427298,5.1697968,3078736,1d
2022-03-06 10:00:00,5.1697968,5.213104,5.01280821,5.0831824,3616239,1d
2022-03-07 10:00:00,5.0831824,5.0831824,4.85581961,4.89912681,5062321,1d
2022-03-08 10:00:00,4.89912681,4.95326081,4.80709902,4.81792582,7796804,1d
2022-03-09 10:00:00,4.81792582,4.94784741,4.81792582,4.83957941,6290291,1d
2022-03-10 10:00:00,4.83957941,5.06152881,4.83957941,4.97491441,5277264,1d
2022-03-13 10:00:00,4.97491441,5.02904841,4.85581961,4.87205981,1907078,1d
2022-03-14 10:00:00,4.87205981,4.91536701,4.83416601,4.88288715,1911493,1d
2022-03-15 10:00:00,4.88288715,5.0831824,4.74213822,5.04528861,9385222,1d
2022-03-16 10:00:00,5.04528861,5.35385239,5.04528861,5.3105452,11320349,1d
2022-03-17 10:00:00,5.3105452,5.37009259,5.0885958,5.1427298,11006628,1d
2022-03-20 10:00:00,5.1427298,5.3159586,5.1210762,5.2509978,2183520,1d
2022-03-21 10:00:00,5.2834782,5.41339979,5.06152881,5.15355714,15606798,1d
2022-03-22 10:00:00,5.15355714,5.87353877,5.15355714,5.42963999,61405108,1d
2022-03-23 10:00:00,5.42963999,5.49460079,5.2780648,5.38091939,18877571,1d
2022-03-24 10:00:00,5.38091939,5.49460079,5.35926579,5.35926579,24636467,1d
2022-03-27 10:00:00,5.35926579,5.39715959,5.2347576,5.2780648,7514355,1d
2022-03-28 10:00:00,5.2780648,5.3267854,5.06152881,5.15355714,6523591,1d
2022-03-29 10:00:00,5.15355714,5.46753379,5.0885958,5.42963999,14815933,1d
2022-03-30 10:00:00,5.42963999,5.59204199,5.3051318,5.321372,9005824,1d
2022-03-31 10:00:00,5.321372,5.46212039,5.3051318,5.36467919,5245478,1d
2022-04-03 10:00:00,5.36467919,5.46753379,5.3051318,5.3321988,6195636,1d
2022-04-04 10:00:00,5.3321988,5.35926579,5.1806236,5.213104,6667796,1d
2022-04-05 10:00:00,5.21,5.59,5.1,5.44,4410929,1d
2022-04-06 10:00:00,5.44,5.59,5.33,5.38,2210215,1d
2022-04-07 10:00:00,5.38,5.4,5.0,5.06,10629687,1d
2022-04-10 10:00:00,5.06,5.09,4.4,4.7,8648999,1d
2022-04-11 10:00:00,4.7,4.78,4.55,4.71,5466046,1d
2022-04-12 10:00:00,4.71,5.07,4.6,4.94,8745725,1d
2022-04-13 10:00:00,4.94,5.04,4.71,4.75,3578052,1d
2022-04-14 10:00:00,4.75,4.91,4.6,4.88,4188050,1d
2022-04-17 10:00:00,4.88,5.0,4.74,4.78,4366468,1d
2022-04-18 10:00:00,4.78,4.86,4.73,4.84,2696955,1d
2022-04-19 10:00:00,4.84,4.95,4.82,4.93,2090268,1d
2022-04-20 10:00:00,4.93,5.0,4.83,4.83,2654612,1d
2022-04-21 10:00:00,4.83,4.96,4.83,4.88,16256882,1d
2022-04-26 10:00:00,4.88,4.92,4.5,4.55,12647495,1d
2022-04-27 10:00:00,4.55,4.64,4.45,4.57,6500236,1d
2022-04-28 10:00:00,4.57,4.66,4.56,4.62,10700505,1d
2022-05-08 10:00:00,4.62,4.94,4.55,4.92,13979883,1d
2022-05-09 10:00:00,4.92,4.96,4.78,4.84,8408472,1d
2022-05-10 10:00:00,4.84,4.84,4.68,4.71,3112008,1d
2022-05-11 10:00:00,4.71,4.95,4.71,4.82,6227970,1d
2022-05-12 10:00:00,4.82,4.92,4.74,4.85,7129564,1d
2022-05-15 10:00:00,4.85,4.85,4.67,4.71,2297204,1d
2022-05-16 10:00:00,4.71,4.73,4.62,4.63,1987006,1d
2022-05-17 10:00:00,4.63,4.72,4.52,4.55,5658063,1d
2022-05-18 10:00:00,4.55,4.59,4.44,4.47,4148537,1d
2022-05-19 10:00:00,4.47,4.47,4.3,4.4,7568756,1d
